LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
43887,NARRAGANSETT,RI,02882,311710,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,4,04/09/2020,The Washington Trust Company of Westerly,RI-02
43868,Foster,RI,02825,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",RI-02
43851,PROVIDENCE,RI,02906,445310,Corporation,White,Female Owned,Non-Veteran,,6,06/26/2020,Rockland Trust Company,RI-01
43817,SMITHFIELD,RI,02917,237310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/28/2020,Pawtucket CU,RI-01
43811,WARWICK,RI,02888,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/15/2020,"Webster Bank, National Association",RI-02
43800,richmond,RI,02892,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
43800,North Kingstown,RI,02852,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
43800,WOONSOCKET,RI,02895,811121,Corporation,Unanswered,Unanswered,Unanswered,,7,04/15/2020,Navigant CU,RI-01
43786,BRISTOL,RI,02809,441222,Corporation,Unanswered,Unanswered,Unanswered,,3,05/03/2020,"Bank of America, National Association",RI-01
43750,PROVIDENCE,RI,02906,722410,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,13,04/11/2020,Bank Rhode Island,RI-01
43750,WEST WARWICK,RI,02893,541370,Sole Proprietorship,White,Male Owned,Non-Veteran,,4,04/06/2020,HarborOne Bank,RI-02
43750,PROVIDENCE,RI,02906,621340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,The Washington Trust Company of Westerly,RI-01
43748,CENTRAL FALLS,RI,02863,238160,Corporation,White,Male Owned,Veteran,,3,04/29/2020,Navigant CU,RI-01
43717,KINGSTON,RI,02881,541711,Corporation,Unanswered,Unanswered,Unanswered,,5,04/16/2020,"Bank of America, National Association",RI-02
43709,NARRAGANSETT,RI,02882,722511,Corporation,Unanswered,Male Owned,Unanswered,,31,04/15/2020,The Washington Trust Company of Westerly,RI-02
43700,NEWPORT,RI,02840,448150,Corporation,White,Male Owned,Non-Veteran,,7,04/10/2020,BankNewport,RI-01
43700,CRANSTON,RI,02910,561440,Corporation,Unanswered,Unanswered,Unanswered,,3,04/13/2020,BankNewport,RI-02
43700,RIVERSIDE,RI,02915,713930,Corporation,Unanswered,Unanswered,Unanswered,,4,04/07/2020,Bank Rhode Island,RI-01
43652,PROVIDENCE,RI,02908,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/30/2020,"Bank of America, National Association",RI-01
43630,PORTSMOUTH,RI,02871,112519,Corporation,Unanswered,Unanswered,Unanswered,,16,05/01/2020,"Bank of America, National Association",RI-01
43611,PAWTUCKET,RI,02860,621340,Professional Association,Unanswered,Unanswered,Unanswered,,4,05/14/2020,"Bank of America, National Association",RI-01
43600,WARWICK,RI,02889,339940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/11/2020,Bank Rhode Island,RI-02
43600,Barrington,RI,02806,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
43600,NARRAGANSETT,RI,02882,722511,Corporation,Unanswered,Unanswered,Unanswered,,19,04/11/2020,Berkshire Bank,RI-02
43600,WARWICK,RI,02889,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/07/2020,HarborOne Bank,RI-02
43590,Johnston,RI,02919,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,14,07/28/2020,"TD Bank, National Association",RI-02
43582,CRANSTON,RI,02910,524298,Corporation,Unanswered,Unanswered,Unanswered,,6,05/27/2020,"Bank of America, National Association",RI-02
43532,PROVIDENCE,RI,02906,624410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7,05/03/2020,"Bank of America, National Association",RI-01
43513,PORTSMOUTH,RI,02871,812199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,7,04/07/2020,BankNewport,RI-01
43500,Barrington,RI,02806,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,07/30/2020,"Citizens Bank, National Association",RI-01
43500,JOHNSTON,RI,02919,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/08/2020,Navigant CU,RI-02
43500,Warwick,RI,02886,923110,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
43500,Cumberland,RI,02864,621999,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-01
43436,NORTH PROVIDENCE,RI,02911,531210,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,4,04/08/2020,BayCoast Bank,RI-01
43422,MIDDLETOWN,RI,02842,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/15/2020,BankNewport,RI-01
43407,PAWTUCKET,RI,02861,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,08/03/2020,Navigant CU,RI-01
43400,Cranston,RI,02905,611699,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/30/2020,"Citizens Bank, National Association",RI-02
43400,Pawtucket,RI,02860,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/20/2020,Live Oak Banking Company,RI-01
43391,PAWTUCKET,RI,02861,334417,Corporation,Unanswered,Unanswered,Unanswered,,6,04/30/2020,"Bank of America, National Association",RI-01
43360,East Greenwich,RI,02818,611699,Corporation,Unanswered,Unanswered,Unanswered,,6,04/29/2020,"Santander Bank, National Association",RI-02
43342,HOPE,RI,02831,722511,Corporation,Unanswered,Male Owned,Unanswered,,11,04/11/2020,The Washington Trust Company of Westerly,RI-02
43323,WEST GREENWICH,RI,02817,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,05/03/2020,"Bank of America, National Association",RI-02
43320,NEWPORT,RI,02840,541613,Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,BankNewport,RI-01
43300,North Scituate,RI,02857,453998,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-02
43300,E Greenwich,RI,02818,115310,Corporation,White,Female Owned,Non-Veteran,,5,04/27/2020,"CRF Small Business Loan Company, LLC",RI-02
43300,EXETER,RI,02822,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/06/2020,Bank Rhode Island,RI-02
43300,Pawtucket,RI,02860,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
43300,East Providence,RI,02914,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
43300,PROVIDENCE,RI,02904,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/15/2020,Northern Bank and Trust Company,RI-01
43205,CUMBERLAND,RI,02864,541320,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,4,04/08/2020,Navigant CU,RI-01
43200,PROVIDENCE,RI,02906,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/05/2020,BankNewport,RI-01
43200,JOHNSTON,RI,02919,531311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,Navigant CU,RI-02
43200,Middletown,RI,02842,523999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
43200,Providence,RI,02903,813910,Professional Association,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
43182,TIVERTON,RI,02878,333511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/15/2020,BayCoast Bank,RI-01
43172,Barrington,RI,02806,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/27/2020,"Santander Bank, National Association",RI-01
43172,CRANSTON,RI,02920,445310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/14/2020,The Washington Trust Company of Westerly,RI-02
43150,PORTSMOUTH,RI,02871,236115,Corporation,Unanswered,Unanswered,Unanswered,,5,04/08/2020,BankNewport,RI-01
43110,Providence,RI,02903,925120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,06/23/2020,"Santander Bank, National Association",RI-01
43100,PROVIDENCE,RI,02903,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/08/2020,Bank Rhode Island,RI-01
43100,Lincoln,RI,02865,212312,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-01
43100,CHEPACHET,RI,02814,,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
43100,NEWPORT,RI,02840,236115,Corporation,Unanswered,Male Owned,Unanswered,,4,05/02/2020,Berkshire Bank,RI-01
43080,CRANSTON,RI,02920,523930,Corporation,Unanswered,Unanswered,Unanswered,,0,04/16/2020,HarborOne Bank,RI-02
43080,CRANSTON,RI,02920,448120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,05/03/2020,"Bank of America, National Association",RI-02
43065,TIVERTON,RI,02878,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,04/13/2020,BayCoast Bank,RI-01
43032,CRANSTON,RI,02920,441120,Partnership,Unanswered,Unanswered,Unanswered,,0,04/15/2020,"TD Bank, National Association",RI-02
43019,PROVIDENCE,RI,02903,713940,Corporation,White,Female Owned,Non-Veteran,,5,04/04/2020,Stearns Bank National Association,RI-01
43000,Greenville,RI,02828,541810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
43000,LINCOLN,RI,02865,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,08/04/2020,Cross River Bank,RI-01
43000,Cumberland,RI,02864,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/14/2020,"Citizens Bank, National Association",RI-01
43000,CRANSTON,RI,02910,811112,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,8,04/07/2020,BankNewport,RI-02
43000,NORTH KINGSTOWN,RI,02852,811111,Corporation,White,Male Owned,Veteran,,6,04/08/2020,Bank Rhode Island,RI-02
43000,Bristol,RI,02809,423390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
43000,Warwick,RI,02888,444210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
43000,Warren,RI,02885,311999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
42998.8,Johnston,RI,02919,722511,Corporation,Unanswered,Unanswered,Unanswered,,8,06/16/2020,Cross River Bank,RI-02
42998,PROVIDENCE,RI,02906,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7,07/24/2020,"Bank of America, National Association",RI-01
42919.85,NORTH KINGSTOWN,RI,02852,722320,Corporation,Unanswered,Male Owned,Non-Veteran,,15,04/08/2020,The Washington Trust Company of Westerly,RI-02
42915,WESTERLY,RI,02891,,Corporation,Unanswered,Unanswered,Unanswered,,3,05/03/2020,"Bank of America, National Association",RI-02
42909,KINGSTON,RI,02881,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/29/2020,The Washington Trust Company of Westerly,RI-02
42900,WOONSOCKET,RI,02895,453220,Corporation,White,Female Owned,Non-Veteran,,3,04/15/2020,HarborOne Bank,RI-01
42900,Warwick,RI,02888,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
42900,Smithfield,RI,02917,236220,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
42900,NORTH KINGSTOWN,RI,02852,722513,Subchapter S Corporation,White,Male Owned,Non-Veteran,,0,04/28/2020,BankNewport,RI-02
42895,PAWTUCKET,RI,02860,541310,Corporation,Unanswered,Female Owned,Unanswered,,3,04/16/2020,Bank Rhode Island,RI-01
42862,WARWICK,RI,02888,238220,Corporation,Unanswered,Unanswered,Unanswered,,3,05/03/2020,"Bank of America, National Association",RI-02
42862,JOHNSTON,RI,02919,339920,Corporation,Unanswered,Unanswered,Unanswered,,9,06/06/2020,"TD Bank, National Association",RI-02
42855,PAWTUCKET,RI,02860,238320,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,5,04/27/2020,Pawtucket CU,RI-01
42815,BRISTOL,RI,02809,812910,Corporation,Unanswered,Unanswered,Unanswered,,5,05/03/2020,"Bank of America, National Association",RI-01
42800,Warwick,RI,02888,624410,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,04/29/2020,"Citizens Bank, National Association",RI-02
42800,COVENTRY,RI,02816,446110,Corporation,White,Male Owned,Non-Veteran,,7,04/07/2020,Bank Rhode Island,RI-02
42800,PORTSMOUTH,RI,02871,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,Peoples CU,RI-01
42800,Providence,RI,02908,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
42800,North Providence,RI,02904,561730,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-01
42800,Providence,RI,02903,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/19/2020,"Citizens Bank, National Association",RI-01
42770,PROVIDENCE,RI,02903,812990,Corporation,Unanswered,Unanswered,Unanswered,,4,04/30/2020,"Bank of America, National Association",RI-01
42765,PROVIDENCE,RI,02906,531110,Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,HarborOne Bank,RI-01
42740,WEST KINGSTON,RI,02892,811111,Corporation,White,Male Owned,Non-Veteran,,50,04/15/2020,The Washington Trust Company of Westerly,RI-02
42725,PROVIDENCE,RI,02909,442110,Corporation,Unanswered,Unanswered,Unanswered,,6,05/03/2020,"Bank of America, National Association",RI-02
42712,CRANSTON,RI,02921,711110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/28/2020,"Webster Bank, National Association",RI-02
42708,PROVIDENCE,RI,02903,722511,Corporation,Unanswered,Unanswered,Unanswered,,16,04/30/2020,"Bank of America, National Association",RI-01
42700,NARRAGANSETT,RI,02882,722511,Corporation,Unanswered,Unanswered,Unanswered,,14,04/10/2020,Berkshire Bank,RI-02
42700,JAMESTOWN,RI,02835,453110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,11,04/06/2020,HarborOne Bank,RI-01
42700,LINCOLN,RI,02865,484220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,05/14/2020,"Citizens Bank, National Association",RI-01
42700,Harrisville,RI,02830,811111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-01
42692,NARRAGANSETT,RI,02882,722511,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,12,05/04/2020,The Washington Trust Company of Westerly,RI-02
42687,SMITHFIELD,RI,02917,811411,Corporation,Unanswered,Female Owned,Unanswered,,4,04/08/2020,Pawtucket CU,RI-01
42613,COVENTRY,RI,02816,333112,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9,04/13/2020,Navigant CU,RI-02
42600,WARWICK,RI,02886,451110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,5,04/13/2020,Centreville Bank,RI-02
42600,PAWTUCKET,RI,02860,541810,Corporation,White,Female Owned,Non-Veteran,,2,04/05/2020,Centreville Bank,RI-01
42600,PROVIDENCE,RI,02909,484110,Corporation,White,Male Owned,Non-Veteran,,3,04/08/2020,Bank Rhode Island,RI-02
42600,West Warwick,RI,02893,423110,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
42600,Cranston,RI,02921,484110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
42595,LINCOLN,RI,02865,541618,Corporation,Unanswered,Unanswered,Unanswered,,1,05/01/2020,"Bank of America, National Association",RI-01
42562,BARRINGTON,RI,02806,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,05/03/2020,"Bank of America, National Association",RI-01
42542,BRISTOL,RI,02809,238210,Corporation,Unanswered,Unanswered,Unanswered,,5,04/30/2020,"Bank of America, National Association",RI-01
42510,MIDDLETOWN,RI,02842,236220,Corporation,Unanswered,Unanswered,Unanswered,,5,04/15/2020,"Bank of America, National Association",RI-01
42510,Woonsocket,RI,02895,532310,Corporation,Unanswered,Unanswered,Unanswered,,4,04/30/2020,"Santander Bank, National Association",RI-01
42500,COVENTRY,RI,02816,524210,Corporation,White,Female Owned,Unanswered,,4,04/10/2020,The Washington Trust Company of Westerly,RI-02
42500,WYOMING,RI,02898,423320,Corporation,White,Male Owned,Unanswered,,2,04/10/2020,The Washington Trust Company of Westerly,RI-02
42500,JOHNSTON,RI,02919,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
42500,BRISTOL,RI,02809,621330,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,06/12/2020,BankNewport,RI-01
42500,JAMESTOWN,RI,02835,423940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,05/01/2020,"JPMorgan Chase Bank, National Association",RI-01
42500,BRISTOL,RI,02809,238330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/27/2020,"Citizens Bank, National Association",RI-01
42500,RIVERSIDE,RI,02915,445310,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,8,04/05/2020,BankNewport,RI-01
42500,COVENTRY,RI,02816,712130,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,8,04/06/2020,Bank Rhode Island,RI-02
42500,PROVIDENCE,RI,02903,722410,Corporation,Unanswered,Unanswered,Unanswered,,9,04/06/2020,HarborOne Bank,RI-01
42500,GREENVILLE,RI,02828,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/14/2020,Bristol County Savings Bank,RI-01
42500,PORTSMOUTH,RI,02871,236118,Corporation,Unanswered,Unanswered,Unanswered,,5,04/30/2020,BankNewport,RI-01
42500,WARWICK,RI,02886,713940,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,12,04/14/2020,"Newtek Small Business Finance, Inc.",RI-02
42500,North Providence,RI,02911,541410,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-01
42500,Warren,RI,02885,441310,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-01
42500,NORTH KINGSTOWN,RI,02852,425120,Corporation,White,Male Owned,Non-Veteran,,4,04/28/2020,The Washington Trust Company of Westerly,RI-02
42500,PROVIDENCE,RI,02903,531210,Corporation,Unanswered,Unanswered,Unanswered,,4,04/09/2020,Bank Rhode Island,RI-01
42500,North Providence,RI,02904,722511,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-01
42500,Wakefield,RI,02880,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
42437,CUMBERLAND,RI,02864,238290,Corporation,Unanswered,Unanswered,Unanswered,,5,05/01/2020,"Bank of America, National Association",RI-01
42432,EAST GREENWICH,RI,02818,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/28/2020,Greenwood CU,RI-02
42417,WESTERLY,RI,02891,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/29/2020,The Washington Trust Company of Westerly,RI-02
